,open,high,low,close,volume
2022-11-11,377.4978037709963,381.085850591747,375.60834800694585,380.2842712402344,93839900
2022-11-14,378.5188319106351,381.877834879153,376.77251031322436,377.04925537109375,71903500
2022-11-15,382.80348568869397,383.9104368342091,376.4480758536066,380.26513671875,93194500
2022-11-16,378.6333567193718,379.5876219491824,376.7343782310451,377.36419677734375,68508500
2022-11-17,372.6023818822728,376.88705243365007,372.2970391508522,376.2095031738281,74496300
2022-11-18,379.54938768932215,379.6161932348881,375.0643592381177,377.9176025390625,92922500
2022-11-21,376.59127932303574,377.7173054097724,374.70182350827446,376.5435485839844,51243200
2022-11-22,378.4902502119182,381.77292517031464,377.077927085489,381.6106872558594,60429000
2022-11-23,381.27670641341655,384.5021279345099,381.04769204993397,384.0154724121094,68261600
2022-11-25,383.45243275471506,384.4830556409012,383.17571677097555,383.9295654296875,30545400
2022-11-28,380.83768738823574,382.47902466355777,377.0397014860041,377.8031311035156,67881600
2022-11-29,377.9367417321205,379.1295732981502,375.312512286855,377.1542663574219,52310000
2022-11-30,377.40226650353475,389.0347595214844,375.48421360063213,389.0347595214844,144566700
2022-12-01,390.07497917155587,391.2487358630156,386.2388435135502,388.7485656738281,76398200
2022-12-02,383.8531997520255,389.20661386702676,383.7482445522166,388.3000793457031,85342700
2022-12-05,385.4754615098056,386.4106228219642,379.9598094992948,381.3148498535156,77289800
2022-12-06,381.1526671084108,381.69657620844976,373.7284840801718,375.81829833984375,77972200
2022-12-07,374.9689850432598,377.54551283524984,374.0433465972937,375.1789245605469,65927900
2022-12-08,377.06834311332335,379.1867837767733,375.2838428310427,378.1180114746094,60737900
2022-12-09,376.8775715745364,379.43499580414664,375.16942838990695,375.2934875488281,81447700
2022-12-12,376.0854626556509,380.7041320800781,375.41749445562255,380.7041320800781,75405800
2022-12-13,391.4587178854205,391.71635903607296,380.8186654692543,383.5860290527344,123782500
2022-12-14,383.2424937114521,386.9545999060633,378.1848989989114,381.1335754394531,108111300
2022-12-15,376.2667660559643,377.17332966722427,370.1499515992905,371.81036376953125,117705900
2022-12-16,369.2517657317392,370.59386612148,365.2829810609633,367.4207458496094,119858000
2022-12-19,367.6124594366193,367.9479918227815,362.63707790509415,364.30511474609375,79878100
2022-12-20,363.5478242860952,366.42376617165866,362.224886337841,364.80364990234375,74427200
2022-12-21,367.40155201274337,371.38952801231983,366.86471190276114,370.2583312988281,78167400
2022-12-22,367.2097701866978,370.23909861779407,359.2721731477049,364.97613525390625,100120900
2022-12-23,363.950423157118,367.21941379519086,362.39741929068407,367.07562255859375,59857300
2022-12-27,366.96058546509136,367.3056844290648,363.9504190865602,365.6280517578125,51638200
2022-12-28,365.5609421925815,367.53578243852644,360.8540099500132,361.0840759277344,70911500
2022-12-29,363.93123576240765,368.45605164881476,363.4039622569558,367.58367919921875,66970900
2022-12-30,364.8994905444754,366.7592392294088,362.78085913190785,366.6154479980469,84022200
2023-01-03,368.4752380300906,370.45004902050835,362.20567683665195,365.0720520019531,74850700
2023-01-04,367.3344711039099,369.92283055639075,364.28597966385496,367.8905029296875,85934100
2023-01-05,365.93488176571645,366.0499147712704,363.09729369153195,363.691650390625,76970500
2023-01-06,366.787997866155,373.15342943340613,363.7203443233328,372.03179931640625,104189600
2023-01-09,374.2271061896771,377.4194177778674,371.6387762794701,371.8208923339844,73978100
2023-01-10,371.2361840133922,374.4955791323068,370.2966990841329,374.428466796875,65358100
2023-01-11,376.0102256287862,379.2408622167289,375.19536960600243,379.1641540527344,68881100
2023-01-12,380.26666054687666,382.011376504994,376.19240927348505,380.5446472167969,90157700
2023-01-13,377.3427317250366,382.5961292686462,377.07431166109114,382.02093505859375,63903900
2023-01-17,382.00176656830166,383.6793992551705,380.64047460135316,381.32110595703125,62677300
2023-01-18,382.5098579883935,383.57394241937,375.0995040316948,375.3008117675781,99632300
2023-01-19,373.2589541767555,374.90782894811315,371.2458179519428,372.5687561035156,86958900
2023-01-20,373.96829741871426,379.66266441415144,372.31942298138915,379.50927734375,91806400
